,Disease,State,LGA,co_0to28d,co_1to11m,co_12to59m,ci_0to28d,ci_1to11m,ci_12to59m,dio_0to28d,dio_1to11m,dio_12to59m,Month,year,Case Observed total ,Case Investigated Total,Total Cases,Total deaths,Date,ID
1964,Malnutrition,Cross River,Yakurr,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGCR
1965,Malnutrition,Cross River,Yakurr,0,1,0,0,0,0.0,0,0,0,Dec,2013,1,0.0,1.0,0,"Sunday, December 1, 2013",NGCR
1966,Malnutrition,Cross River,Yala,0,0,3,0,0,0.0,0,0,0,Jan,2013,3,0.0,3.0,0,"Tuesday, January 1, 2013",NGCR
1967,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGCR
1968,Malnutrition,Cross River,Yala,0,0,2,0,0,1.0,0,0,0,Mar,2013,2,1.0,3.0,0,"Friday, March 1, 2013",NGCR
1969,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGCR
1970,Malnutrition,Cross River,Yala,0,0,2,0,0,0.0,0,0,0,May,2013,2,0.0,2.0,0,"Wednesday, May 1, 2013",NGCR
1971,Malnutrition,Cross River,Yala,0,0,1,0,0,0.0,0,0,0,Jun,2013,1,0.0,1.0,0,"Saturday, June 1, 2013",NGCR
1972,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGCR
1973,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGCR
1974,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGCR
1975,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGCR
1976,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGCR
1977,Malnutrition,Cross River,Yala,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGCR
1978,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
1979,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
1980,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGDE
1981,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
1982,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
1983,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
1984,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
1985,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
1986,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
1987,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
1988,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
1989,Malnutrition,Delta,Aniocha North,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
1990,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
1991,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
1992,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGDE
1993,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
1994,Malnutrition,Delta,Aniocha South,0,0,2,0,0,0.0,0,0,0,May,2013,2,0.0,2.0,0,"Wednesday, May 1, 2013",NGDE
1995,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
1996,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
1997,Malnutrition,Delta,Aniocha South,0,0,1,0,0,0.0,0,0,0,Aug,2013,1,0.0,1.0,0,"Thursday, August 1, 2013",NGDE
1998,Malnutrition,Delta,Aniocha South,0,0,1,0,0,0.0,0,0,0,Sep,2013,1,0.0,1.0,0,"Sunday, September 1, 2013",NGDE
1999,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2000,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2001,Malnutrition,Delta,Aniocha South,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2002,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
2003,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
2004,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGDE
2005,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
2006,Malnutrition,Delta,Bomadi,0,1,0,0,0,0.0,0,0,0,May,2013,1,0.0,1.0,0,"Wednesday, May 1, 2013",NGDE
2007,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
2008,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
2009,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2010,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
2011,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2012,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2013,Malnutrition,Delta,Bomadi,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2014,Malnutrition,Delta,Burutu,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
2015,Malnutrition,Delta,Burutu,0,0,1,0,0,0.0,0,0,0,Feb,2013,1,0.0,1.0,0,"Friday, February 1, 2013",NGDE
2016,Malnutrition,Delta,Burutu,0,3,1,0,0,0.0,0,0,0,Mar,2013,4,0.0,4.0,0,"Friday, March 1, 2013",NGDE
2017,Malnutrition,Delta,Burutu,0,2,0,0,0,0.0,0,0,0,Apr,2013,2,0.0,2.0,0,"Monday, April 1, 2013",NGDE
2018,Malnutrition,Delta,Burutu,0,3,0,0,0,0.0,0,0,0,May,2013,3,0.0,3.0,0,"Wednesday, May 1, 2013",NGDE
2019,Malnutrition,Delta,Burutu,3,3,3,0,0,0.0,0,0,0,Jun,2013,9,0.0,9.0,0,"Saturday, June 1, 2013",NGDE
2020,Malnutrition,Delta,Burutu,0,4,0,0,0,0.0,0,0,0,Jul,2013,4,0.0,4.0,0,"Monday, July 1, 2013",NGDE
2021,Malnutrition,Delta,Burutu,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2022,Malnutrition,Delta,Burutu,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
2023,Malnutrition,Delta,Burutu,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2024,Malnutrition,Delta,Burutu,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2025,Malnutrition,Delta,Burutu,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2026,Malnutrition,Delta,Ethiope East,0,2,1,0,0,0.0,0,0,0,Jan,2013,3,0.0,3.0,0,"Tuesday, January 1, 2013",NGDE
2027,Malnutrition,Delta,Ethiope East,0,1,4,0,0,0.0,0,0,0,Feb,2013,5,0.0,5.0,0,"Friday, February 1, 2013",NGDE
2028,Malnutrition,Delta,Ethiope East,0,2,0,0,0,0.0,0,0,0,Mar,2013,2,0.0,2.0,0,"Friday, March 1, 2013",NGDE
2029,Malnutrition,Delta,Ethiope East,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
2030,Malnutrition,Delta,Ethiope East,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
2031,Malnutrition,Delta,Ethiope East,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
2032,Malnutrition,Delta,Ethiope East,0,0,2,0,0,0.0,0,0,0,Jul,2013,2,0.0,2.0,0,"Monday, July 1, 2013",NGDE
2033,Malnutrition,Delta,Ethiope East,0,0,1,0,0,0.0,0,0,0,Aug,2013,1,0.0,1.0,0,"Thursday, August 1, 2013",NGDE
2034,Malnutrition,Delta,Ethiope East,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
2035,Malnutrition,Delta,Ethiope East,0,0,3,0,0,0.0,0,0,0,Oct,2013,3,0.0,3.0,0,"Tuesday, October 1, 2013",NGDE
2036,Malnutrition,Delta,Ethiope East,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2037,Malnutrition,Delta,Ethiope East,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2038,Malnutrition,Delta,Ethiope West,0,0,2,0,1,0.0,0,0,0,Jan,2013,2,1.0,3.0,0,"Tuesday, January 1, 2013",NGDE
2039,Malnutrition,Delta,Ethiope West,0,0,1,0,0,0.0,0,0,0,Feb,2013,1,0.0,1.0,0,"Friday, February 1, 2013",NGDE
2040,Malnutrition,Delta,Ethiope West,0,0,1,0,0,0.0,0,0,0,Mar,2013,1,0.0,1.0,0,"Friday, March 1, 2013",NGDE
2041,Malnutrition,Delta,Ethiope West,2,1,0,0,0,0.0,0,0,0,Apr,2013,3,0.0,3.0,0,"Monday, April 1, 2013",NGDE
2042,Malnutrition,Delta,Ethiope West,0,0,1,0,0,0.0,0,0,0,May,2013,1,0.0,1.0,0,"Wednesday, May 1, 2013",NGDE
2043,Malnutrition,Delta,Ethiope West,0,2,2,0,0,0.0,0,0,0,Jun,2013,4,0.0,4.0,0,"Saturday, June 1, 2013",NGDE
2044,Malnutrition,Delta,Ethiope West,0,0,2,0,0,2.0,0,0,0,Jul,2013,2,2.0,4.0,0,"Monday, July 1, 2013",NGDE
2045,Malnutrition,Delta,Ethiope West,0,0,4,0,0,0.0,0,0,0,Aug,2013,4,0.0,4.0,0,"Thursday, August 1, 2013",NGDE
2046,Malnutrition,Delta,Ethiope West,0,0,0,0,1,0.0,0,0,0,Sep,2013,0,1.0,1.0,0,"Sunday, September 1, 2013",NGDE
2047,Malnutrition,Delta,Ethiope West,0,1,1,0,0,0.0,0,0,0,Oct,2013,2,0.0,2.0,0,"Tuesday, October 1, 2013",NGDE
2048,Malnutrition,Delta,Ethiope West,0,1,1,0,0,0.0,0,0,0,Nov,2013,2,0.0,2.0,0,"Friday, November 1, 2013",NGDE
2049,Malnutrition,Delta,Ethiope West,0,0,0,0,1,1.0,0,0,0,Dec,2013,0,2.0,2.0,0,"Sunday, December 1, 2013",NGDE
2050,Malnutrition,Delta,Ika North East,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
2051,Malnutrition,Delta,Ika North East,0,0,1,0,0,0.0,0,0,0,Feb,2013,1,0.0,1.0,0,"Friday, February 1, 2013",NGDE
2052,Malnutrition,Delta,Ika North East,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGDE
2053,Malnutrition,Delta,Ika North East,0,0,5,0,0,0.0,0,0,0,Apr,2013,5,0.0,5.0,0,"Monday, April 1, 2013",NGDE
2054,Malnutrition,Delta,Ika North East,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
2055,Malnutrition,Delta,Ika North East,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
2056,Malnutrition,Delta,Ika North East,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
2057,Malnutrition,Delta,Ika North East,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2058,Malnutrition,Delta,Ika North East,0,0,3,0,0,0.0,0,0,0,Sep,2013,3,0.0,3.0,0,"Sunday, September 1, 2013",NGDE
2059,Malnutrition,Delta,Ika North East,0,0,1,0,0,0.0,0,0,0,Oct,2013,1,0.0,1.0,0,"Tuesday, October 1, 2013",NGDE
2060,Malnutrition,Delta,Ika North East,0,0,3,0,0,0.0,0,0,0,Nov,2013,3,0.0,3.0,0,"Friday, November 1, 2013",NGDE
2061,Malnutrition,Delta,Ika North East,0,0,1,0,0,0.0,0,0,0,Dec,2013,1,0.0,1.0,0,"Sunday, December 1, 2013",NGDE
2062,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
2063,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
2064,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGDE
2065,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
2066,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
2067,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
2068,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
2069,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2070,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
2071,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2072,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2073,Malnutrition,Delta,Ika South,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2074,Malnutrition,Delta,Isoko North,0,0,2,0,0,0.0,0,0,0,Jan,2013,2,0.0,2.0,0,"Tuesday, January 1, 2013",NGDE
2075,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
2076,Malnutrition,Delta,Isoko North,0,0,1,0,0,0.0,0,0,0,Mar,2013,1,0.0,1.0,0,"Friday, March 1, 2013",NGDE
2077,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
2078,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
2079,Malnutrition,Delta,Isoko North,0,2,0,0,0,0.0,0,0,0,Jun,2013,2,0.0,2.0,0,"Saturday, June 1, 2013",NGDE
2080,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
2081,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2082,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
2083,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2084,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2085,Malnutrition,Delta,Isoko North,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2086,Malnutrition,Delta,Isoko South,0,2,2,0,0,1.0,0,0,0,Jan,2013,4,1.0,5.0,0,"Tuesday, January 1, 2013",NGDE
2087,Malnutrition,Delta,Isoko South,0,2,5,0,0,0.0,0,0,0,Feb,2013,7,0.0,7.0,0,"Friday, February 1, 2013",NGDE
2088,Malnutrition,Delta,Isoko South,0,0,1,0,0,0.0,0,0,0,Mar,2013,1,0.0,1.0,0,"Friday, March 1, 2013",NGDE
2089,Malnutrition,Delta,Isoko South,0,0,2,0,0,0.0,0,0,0,Apr,2013,2,0.0,2.0,0,"Monday, April 1, 2013",NGDE
2090,Malnutrition,Delta,Isoko South,0,3,5,0,0,0.0,0,0,0,May,2013,8,0.0,8.0,0,"Wednesday, May 1, 2013",NGDE
2091,Malnutrition,Delta,Isoko South,2,4,0,0,1,0.0,0,0,0,Jun,2013,6,1.0,7.0,0,"Saturday, June 1, 2013",NGDE
2092,Malnutrition,Delta,Isoko South,0,3,5,0,0,0.0,0,0,0,Jul,2013,8,0.0,8.0,0,"Monday, July 1, 2013",NGDE
2093,Malnutrition,Delta,Isoko South,0,1,2,0,0,0.0,0,0,0,Aug,2013,3,0.0,3.0,0,"Thursday, August 1, 2013",NGDE
2094,Malnutrition,Delta,Isoko South,0,1,2,0,0,0.0,0,0,0,Sep,2013,3,0.0,3.0,0,"Sunday, September 1, 2013",NGDE
2095,Malnutrition,Delta,Isoko South,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2096,Malnutrition,Delta,Isoko South,0,1,3,0,0,0.0,0,0,0,Nov,2013,4,0.0,4.0,0,"Friday, November 1, 2013",NGDE
2097,Malnutrition,Delta,Isoko South,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2098,Malnutrition,Delta,Ndokwa East,1,1,2,0,0,0.0,0,0,0,Jan,2013,4,0.0,4.0,0,"Tuesday, January 1, 2013",NGDE
2099,Malnutrition,Delta,Ndokwa East,0,3,3,0,0,0.0,0,0,0,Feb,2013,6,0.0,6.0,0,"Friday, February 1, 2013",NGDE
2100,Malnutrition,Delta,Ndokwa East,0,2,2,0,0,0.0,0,0,0,Mar,2013,4,0.0,4.0,0,"Friday, March 1, 2013",NGDE
2101,Malnutrition,Delta,Ndokwa East,0,0,3,0,0,0.0,0,0,0,Apr,2013,3,0.0,3.0,0,"Monday, April 1, 2013",NGDE
2102,Malnutrition,Delta,Ndokwa East,0,0,2,0,0,0.0,0,0,0,May,2013,2,0.0,2.0,0,"Wednesday, May 1, 2013",NGDE
2103,Malnutrition,Delta,Ndokwa East,0,0,2,0,0,0.0,0,0,0,Jun,2013,2,0.0,2.0,0,"Saturday, June 1, 2013",NGDE
2104,Malnutrition,Delta,Ndokwa East,0,0,2,0,0,0.0,0,0,0,Jul,2013,2,0.0,2.0,0,"Monday, July 1, 2013",NGDE
2105,Malnutrition,Delta,Ndokwa East,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2106,Malnutrition,Delta,Ndokwa East,0,0,0,0,0,0.0,0,0,0,Sep,2013,0,0.0,0.0,0,"Sunday, September 1, 2013",NGDE
2107,Malnutrition,Delta,Ndokwa East,0,0,3,0,0,0.0,0,0,0,Oct,2013,3,0.0,3.0,0,"Tuesday, October 1, 2013",NGDE
2108,Malnutrition,Delta,Ndokwa East,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2109,Malnutrition,Delta,Ndokwa East,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2110,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
2111,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
2112,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Mar,2013,0,0.0,0.0,0,"Friday, March 1, 2013",NGDE
2113,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Apr,2013,0,0.0,0.0,0,"Monday, April 1, 2013",NGDE
2114,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
2115,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Jun,2013,0,0.0,0.0,0,"Saturday, June 1, 2013",NGDE
2116,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
2117,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Aug,2013,0,0.0,0.0,0,"Thursday, August 1, 2013",NGDE
2118,Malnutrition,Delta,Ndokwa West,0,0,0,0,1,0.0,0,0,0,Sep,2013,0,1.0,1.0,0,"Sunday, September 1, 2013",NGDE
2119,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Oct,2013,0,0.0,0.0,0,"Tuesday, October 1, 2013",NGDE
2120,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Nov,2013,0,0.0,0.0,0,"Friday, November 1, 2013",NGDE
2121,Malnutrition,Delta,Ndokwa West,0,0,0,0,0,0.0,0,0,0,Dec,2013,0,0.0,0.0,0,"Sunday, December 1, 2013",NGDE
2122,Malnutrition,Delta,Okpe,0,0,0,0,0,0.0,0,0,0,Jan,2013,0,0.0,0.0,0,"Tuesday, January 1, 2013",NGDE
2123,Malnutrition,Delta,Okpe,0,10,19,0,0,0.0,0,0,0,Feb,2013,29,0.0,29.0,0,"Friday, February 1, 2013",NGDE
2124,Malnutrition,Delta,Okpe,0,2,6,0,0,0.0,0,0,0,Mar,2013,8,0.0,8.0,0,"Friday, March 1, 2013",NGDE
2125,Malnutrition,Delta,Okpe,0,1,6,0,0,0.0,0,0,0,Apr,2013,7,0.0,7.0,0,"Monday, April 1, 2013",NGDE
2126,Malnutrition,Delta,Okpe,0,1,2,0,0,0.0,0,0,0,May,2013,3,0.0,3.0,0,"Wednesday, May 1, 2013",NGDE
2127,Malnutrition,Delta,Okpe,0,1,8,0,0,0.0,0,0,0,Jun,2013,9,0.0,9.0,0,"Saturday, June 1, 2013",NGDE
2128,Malnutrition,Delta,Okpe,0,1,2,0,0,0.0,0,0,0,Jul,2013,3,0.0,3.0,0,"Monday, July 1, 2013",NGDE
2129,Malnutrition,Delta,Okpe,0,2,5,0,0,0.0,0,0,0,Aug,2013,7,0.0,7.0,0,"Thursday, August 1, 2013",NGDE
2130,Malnutrition,Delta,Okpe,0,1,3,0,0,0.0,0,0,0,Sep,2013,4,0.0,4.0,0,"Sunday, September 1, 2013",NGDE
2131,Malnutrition,Delta,Okpe,0,0,5,0,0,0.0,0,0,0,Oct,2013,5,0.0,5.0,0,"Tuesday, October 1, 2013",NGDE
2132,Malnutrition,Delta,Okpe,0,1,2,0,0,0.0,0,0,0,Nov,2013,3,0.0,3.0,0,"Friday, November 1, 2013",NGDE
2133,Malnutrition,Delta,Okpe,0,3,5,0,0,0.0,0,0,0,Dec,2013,8,0.0,8.0,0,"Sunday, December 1, 2013",NGDE
2134,Malnutrition,Delta,Oshimili North,0,0,4,0,0,1.0,0,0,0,Jan,2013,4,1.0,5.0,0,"Tuesday, January 1, 2013",NGDE
2135,Malnutrition,Delta,Oshimili North,0,0,0,0,0,0.0,0,0,0,Feb,2013,0,0.0,0.0,0,"Friday, February 1, 2013",NGDE
2136,Malnutrition,Delta,Oshimili North,0,6,5,0,0,0.0,0,0,0,Mar,2013,11,0.0,11.0,0,"Friday, March 1, 2013",NGDE
2137,Malnutrition,Delta,Oshimili North,0,2,1,0,0,0.0,0,0,0,Apr,2013,3,0.0,3.0,0,"Monday, April 1, 2013",NGDE
2138,Malnutrition,Delta,Oshimili North,0,0,0,0,0,0.0,0,0,0,May,2013,0,0.0,0.0,0,"Wednesday, May 1, 2013",NGDE
2139,Malnutrition,Delta,Oshimili North,0,0,1,0,0,0.0,0,0,0,Jun,2013,1,0.0,1.0,0,"Saturday, June 1, 2013",NGDE
2140,Malnutrition,Delta,Oshimili North,0,0,0,0,0,0.0,0,0,0,Jul,2013,0,0.0,0.0,0,"Monday, July 1, 2013",NGDE
